Sample_ID,Locality,Station,IGSN,Depth,Cat_No,UCIAMS_ID,NAU_ID,Analysis_Type,Calibration_Op,Calibration_Type
UF512435-1,NA; nearest is Lone Cabbage,NA,NA,NA,UF512435-1,225860,UAL19520,HP,R_F14C,likelihood
UF512435-2,NA; nearest is Lone Cabbage,NA,NA,NA,UF512435-2,225861,UAL19521,HP,R_F14C,likelihood
UF15491,NA; nearest is Big Hickory,NA,NA,NA,UF15491,225862,UAL19522,HP,R_F14C,likelihood
UF15484,NA; nearest is Little St. George Island,NA,NA,NA,UF15484,225863,UAL19523,HP,R_F14C,likelihood
BH_R1H1S1_173,Big Hickory,8828,IEPRI004C,15-25cm,PRI103539,NA,UAL20468,LP,R_F14C,likelihood
BH_R1H1S1_174,Big Hickory,8828,IEPRI004C,15-25cm,PRI103540,NA,UAL20466,LP,R_F14C,likelihood
BH_R1H1S1_240,Big Hickory,8828,IEPRI004C,15-25cm,PRI103541,NA,UAL20467,LP,R_F14C,likelihood
BH_R1H1S1_246,Big Hickory,8828,IEPRI004C,15-25cm,PRI103542,NA,UAL20469,LP,R_F14C,likelihood
BH_R1H1S2_205,Big Hickory,8828,IEPRI004D,25-35cm,PRI103543,NA,UAL20476,LP,R_F14C,likelihood
BH_R1H1S2_238,Big Hickory,8828,IEPRI004D,25-35cm,PRI103544,NA,UAL20474,LP,R_F14C,likelihood
BH_R1H1S2_248,Big Hickory,8828,IEPRI004D,25-35cm,PRI103545,NA,UAL20477,LP,R_F14C,likelihood
BH_R1H1S2_271,Big Hickory,8828,IEPRI004D,25-35cm,PRI103546,NA,UAL20475,LP,R_F14C,likelihood
BH_R1H1S2_284,Big Hickory,8828,IEPRI004D,25-35cm,PRI103547,NA,UAL20478,LP,R_F14C,likelihood
BH_R1H3S1_11,Big Hickory,8830,IEPRI004G,15-25cm,PRI103548,NA,UAL20472,LP,R_F14C,likelihood
BH_R1H3S1_218,Big Hickory,8830,IEPRI004G,15-25cm,PRI103549,NA,UAL20473,LP,R_F14C,likelihood
BH_R1H3S1_226,Big Hickory,8830,IEPRI004G,15-25cm,PRI103550,NA,UAL20470,LP,R_F14C,likelihood
BH_R1H3S1_332,Big Hickory,8830,IEPRI004G,15-25cm,PRI103551,NA,UAL20471,LP,R_F14C,likelihood
BH_R1H3S2_155,Big Hickory,8830,IEPRI004H,25-35cm,PRI85707,NA,UAL20985,LP,R_F14C,likelihood
BH_R1H3S2_173,Big Hickory,8830,IEPRI004H,25-35cm,PRI85708,NA,UAL20986,LP,R_F14C,likelihood
BH_R1H3S2_205,Big Hickory,8830,IEPRI004H,25-35cm,PRI85709,NA,UAL20987,LP,R_F14C,likelihood
BH_R1H3S2_212,Big Hickory,8830,IEPRI004H,25-35cm,PRI85710,NA,UAL21086,LP,R_F14C,likelihood
BH_R1H3S2_213,Big Hickory,8830,IEPRI004H,25-35cm,PRI85711,NA,UAL21087,LP,R_F14C,likelihood
BH_R1H3S2_259,Big Hickory,8830,IEPRI004H,25-35cm,PRI85712,NA,UAL21088,LP,R_F14C,likelihood
BH_R1H3S2_57,Big Hickory,8830,IEPRI004H,25-35cm,PRI85706,NA,UAL20984,LP,R_F14C,likelihood
BH_R2H1S1_155,Big Hickory,8831,IEPRI004I,15-25cm,PRI103552,NA,UAL20260,LP,R_F14C,likelihood
BH_R2H1S1_187,Big Hickory,8831,IEPRI004I,15-25cm,PRI103553,NA,UAL20261,LP,R_F14C,likelihood
BH_R2H1S1_192,Big Hickory,8831,IEPRI004I,15-25cm,PRI103554,NA,UAL20258,LP,R_F14C,likelihood
BH_R2H1S1_75,Big Hickory,8831,IEPRI004I,15-25cm,PRI103555,NA,UAL20259,LP,R_F14C,likelihood
BH_R2H2S1_174,Big Hickory,8832,IEPRI004K,15-25cm,PRI103556,NA,UAL20264,LP,R_F14C,likelihood
BH_R2H2S1_175,Big Hickory,8832,IEPRI004K,15-25cm,PRI103557,NA,UAL20262,LP,R_F14C,likelihood
BH_R2H2S1_176,Big Hickory,8832,IEPRI004K,15-25cm,PRI103558,NA,UAL20265,LP,R_F14C,likelihood
BH_R2H2S1_28,Big Hickory,8832,IEPRI004K,15-25cm,PRI103559,NA,UAL20263,LP,R_F14C,likelihood
BH_R2H2S2_114,Big Hickory,8832,IEPRI004L,25-35cm,PRI103560,NA,UAL20270,LP,R_F14C,likelihood
BH_R2H2S2_52,Big Hickory,8832,IEPRI004L,25-35cm,PRI103561,NA,UAL20273,LP,R_F14C,likelihood
BH_R2H2S2_74,Big Hickory,8832,IEPRI004L,25-35cm,PRI103562,NA,UAL20272,LP,R_F14C,likelihood
BH_R2H2S2_82,Big Hickory,8832,IEPRI004L,25-35cm,PRI103563,NA,UAL20274,LP,R_F14C,likelihood
BH_R2H2S2_88,Big Hickory,8832,IEPRI004L,25-35cm,PRI103564,NA,UAL20271,LP,R_F14C,likelihood
BH_R2H3S1_116,Big Hickory,8833,IEPRI004M,15-25cm,PRI103565,NA,UAL20266,LP,R_F14C,likelihood
BH_R2H3S1_170,Big Hickory,8833,IEPRI004M,15-25cm,PRI103566,NA,UAL20268,LP,R_F14C,likelihood
BH_R2H3S1_227,Big Hickory,8833,IEPRI004M,15-25cm,PRI103567,NA,UAL20267,LP,R_F14C,likelihood
BH_R2H3S1_288,Big Hickory,8833,IEPRI004M,15-25cm,PRI103568,NA,UAL20269,LP,R_F14C,likelihood
BH_R2H3S2_134,Big Hickory,8833,IEPRI004N,25-35cm,PRI85733,NA,UAL20988,LP,R_F14C,likelihood
BH_R2H3S2_139,Big Hickory,8833,IEPRI004N,25-35cm,PRI85732,NA,UAL20989,LP,R_F14C,likelihood
BH_R2H3S2_184,Big Hickory,8833,IEPRI004N,25-35cm,PRI85731,NA,UAL20990,LP,R_F14C,likelihood
BH_R2H3S2_192,Big Hickory,8833,IEPRI004N,25-35cm,PRI85727,NA,UAL20991,LP,R_F14C,likelihood
BH_R2H3S2_215,Big Hickory,8833,IEPRI004N,25-35cm,PRI85728,NA,UAL21089,LP,R_F14C,likelihood
BH_R2H3S2_216,Big Hickory,8833,IEPRI004N,25-35cm,PRI85729,NA,UAL21090,LP,R_F14C,likelihood
BH_R2H3S2_233,Big Hickory,8833,IEPRI004N,25-35cm,PRI85730,NA,UAL21091,LP,R_F14C,likelihood
BH_R3H1S1_190,Big Hickory,8834,IEPRI004O,15-25cm,PRI103569,NA,UAL20304,LP,R_F14C,likelihood
BH_R3H1S1_198,Big Hickory,8834,IEPRI004O,15-25cm,PRI103570,NA,UAL20203,LP,R_F14C,likelihood
BH_R3H1S1_235,Big Hickory,8834,IEPRI004O,15-25cm,PRI103571,NA,UAL20305,LP,R_F14C,likelihood
BH_R3H1S1_91,Big Hickory,8834,IEPRI004O,15-25cm,PRI103572,NA,UAL20302,LP,R_F14C,likelihood
BH_R3H1S2_247,Big Hickory,8834,IEPRI004P,25-35cm,PRI85679,NA,UAL20992,LP,R_F14C,likelihood
BH_R3H1S2_299,Big Hickory,8834,IEPRI004P,25-35cm,PRI85680,NA,UAL20993,LP,R_F14C,likelihood
BH_R3H1S2_318,Big Hickory,8834,IEPRI004P,25-35cm,PRI85650,NA,UAL20994,LP,R_F14C,likelihood
BH_R3H1S2_330,Big Hickory,8834,IEPRI004P,25-35cm,PRI85681,NA,UAL20995,LP,R_F14C,likelihood
BH_R3H1S2_356,Big Hickory,8834,IEPRI004P,25-35cm,PRI85682,NA,UAL21092,LP,R_F14C,likelihood
BH_R3H1S2_359,Big Hickory,8834,IEPRI004P,25-35cm,PRI85683,NA,UAL21093,LP,R_F14C,likelihood
BH_R3H1S2_385,Big Hickory,8834,IEPRI004P,25-35cm,PRI85684,NA,UAL21094,LP,R_F14C,likelihood
BH_R3H2S1_120,Big Hickory,8835,IEPRI004Q,15-25cm,PRI103573,NA,UAL20202,LP,R_F14C,likelihood
BH_R3H2S1_149,Big Hickory,8835,IEPRI004Q,15-25cm,PRI103574,NA,UAL20200,LP,R_F14C,likelihood
BH_R3H2S1_52,Big Hickory,8835,IEPRI004Q,15-25cm,PRI103575,NA,UAL20306,LP,R_F14C,likelihood
BH_R3H2S1_66,Big Hickory,8835,IEPRI004Q,15-25cm,PRI103576,NA,UAL20301,LP,R_F14C,likelihood
BH_R3H3S1_187,Big Hickory,8836,IEPRI004S,15-25cm,PRI103577,NA,UAL20303,LP,R_F14C,likelihood
BH_R3H3S1_209,Big Hickory,8836,IEPRI004S,15-25cm,PRI103578,NA,UAL20307,LP,R_F14C,likelihood
BH_R3H3S1_219,Big Hickory,8836,IEPRI004S,15-25cm,PRI103579,NA,UAL20201,LP,R_F14C,likelihood
BH_R3H3S1_35,Big Hickory,8836,IEPRI004S,15-25cm,PRI103580,NA,UAL20300,LP,R_F14C,likelihood
BH_R3H3S2_192,Big Hickory,8836,IEPRI004T,25-35cm,PRI103581,NA,UAL20206,LP,R_F14C,likelihood
BH_R3H3S2_229,Big Hickory,8836,IEPRI004T,25-35cm,PRI103582,NA,UAL20309,LP,R_F14C,likelihood
BH_R3H3S2_231,Big Hickory,8836,IEPRI004T,25-35cm,PRI103583,NA,UAL20308,LP,R_F14C,likelihood
BH_R3H3S2_247,Big Hickory,8836,IEPRI004T,25-35cm,PRI103584,NA,UAL20204,LP,R_F14C,likelihood
BH_R3H3S2_65,Big Hickory,8836,IEPRI004T,25-35cm,PRI103585,NA,UAL20205,LP,R_F14C,likelihood
HC-MC_R1H1S1_130,Hendry/Mullock Creeks,8858,IEPRI006R,15-25cm,PRI103674,NA,UAL20324,LP,R_F14C,likelihood
HC-MC_R1H1S1_155,Hendry/Mullock Creeks,8858,IEPRI006R,15-25cm,PRI103675,NA,UAL20323,LP,R_F14C,likelihood
HC-MC_R1H1S1_203,Hendry/Mullock Creeks,8858,IEPRI006R,15-25cm,PRI103676,NA,UAL20322,LP,R_F14C,likelihood
HC-MC_R1H1S1_94,Hendry/Mullock Creeks,8858,IEPRI006R,15-25cm,PRI103677,NA,UAL20216,LP,R_F14C,likelihood
HC-MC_R1H1S2_224,Hendry/Mullock Creeks,8858,IEPRI006S,25-35cm,PRI85687,NA,UAL21010,LP,R_F14C,likelihood
HC-MC_R1H1S2_276,Hendry/Mullock Creeks,8858,IEPRI006S,25-35cm,PRI85688,NA,UAL21011,LP,R_F14C,likelihood
HC-MC_R1H1S2_303,Hendry/Mullock Creeks,8858,IEPRI006S,25-35cm,PRI85689,NA,UAL21112,LP,R_F14C,likelihood
HC-MC_R1H1S2_342,Hendry/Mullock Creeks,8858,IEPRI006S,25-35cm,PRI85690,NA,UAL21113,LP,R_F14C,likelihood
HC-MC_R1H1S2_344,Hendry/Mullock Creeks,8858,IEPRI006S,25-35cm,PRI85691,NA,UAL21114,LP,R_F14C,likelihood
HC-MC_R1H1S2_42,Hendry/Mullock Creeks,8858,IEPRI006S,25-35cm,PRI85685,NA,UAL21008,LP,R_F14C,likelihood
HC-MC_R1H1S2_83,Hendry/Mullock Creeks,8858,IEPRI006S,25-35cm,PRI85686,NA,UAL21009,LP,R_F14C,likelihood
HC-MC_R1H2S1_117,Hendry/Mullock Creeks,8859,IEPRI006T,15-25cm,PRI103678,NA,UAL20214,LP,R_F14C,likelihood
HC-MC_R1H2S1_289,Hendry/Mullock Creeks,8859,IEPRI006T,15-25cm,PRI103679,NA,UAL20215,LP,R_F14C,likelihood
HC-MC_R1H2S1_326,Hendry/Mullock Creeks,8859,IEPRI006T,15-25cm,PRI103680,NA,UAL20321,LP,R_F14C,likelihood
HC-MC_R1H2S1_90,Hendry/Mullock Creeks,8859,IEPRI006T,15-25cm,PRI103681,NA,UAL20320,LP,R_F14C,likelihood
HC-MC_R1H2S2_145,Hendry/Mullock Creeks,8859,IEPRI006U,25-35cm,PRI103682,NA,UAL20220,LP,R_F14C,likelihood
HC-MC_R1H2S2_228,Hendry/Mullock Creeks,8859,IEPRI006U,25-35cm,PRI103683,NA,UAL20328,LP,R_F14C,likelihood
HC-MC_R1H2S2_241,Hendry/Mullock Creeks,8859,IEPRI006U,25-35cm,PRI103684,NA,UAL20218,LP,R_F14C,likelihood
HC-MC_R1H2S2_260,Hendry/Mullock Creeks,8859,IEPRI006U,25-35cm,PRI103685,NA,UAL20219,LP,R_F14C,likelihood
HC-MC_R1H2S2_329,Hendry/Mullock Creeks,8859,IEPRI006U,25-35cm,PRI103686,NA,UAL20329,LP,R_F14C,likelihood
HC-MC_R1H3S1_118,Hendry/Mullock Creeks,8860,IEPRI006V,15-25cm,PRI103687,NA,UAL20327,LP,R_F14C,likelihood
HC-MC_R1H3S1_34,Hendry/Mullock Creeks,8860,IEPRI006V,15-25cm,PRI103688,NA,UAL20217,LP,R_F14C,likelihood
HC-MC_R1H3S1_89,Hendry/Mullock Creeks,8860,IEPRI006V,15-25cm,PRI103689,NA,UAL20325,LP,R_F14C,likelihood
HC-MC_R1H3S1_92,Hendry/Mullock Creeks,8860,IEPRI006V,15-25cm,PRI103690,NA,UAL20326,LP,R_F14C,likelihood
HC-MC_R2H1S1_106,Hendry/Mullock Creeks,8861,IEPRI006X,15-25cm,PRI85828,NA,UAL21012,LP,R_F14C,likelihood
HC-MC_R2H1S1_121,Hendry/Mullock Creeks,8861,IEPRI006X,15-25cm,PRI85829,NA,UAL21013,LP,R_F14C,likelihood
HC-MC_R2H1S1_125,Hendry/Mullock Creeks,8861,IEPRI006X,15-25cm,PRI85830,NA,UAL21014,LP,R_F14C,likelihood
HC-MC_R2H1S1_131,Hendry/Mullock Creeks,8861,IEPRI006X,15-25cm,PRI85831,NA,UAL21015,LP,R_F14C,likelihood
HC-MC_R2H1S1_143,Hendry/Mullock Creeks,8861,IEPRI006X,15-25cm,PRI85832,NA,UAL21115,LP,R_F14C,likelihood
HC-MC_R2H1S1_174,Hendry/Mullock Creeks,8861,IEPRI006X,15-25cm,PRI85833,NA,UAL21116,LP,R_F14C,likelihood
HC-MC_R2H1S1_190,Hendry/Mullock Creeks,8861,IEPRI006X,15-25cm,PRI85834,NA,UAL21117,LP,R_F14C,likelihood
HC-MC_R2H1S2_148,Hendry/Mullock Creeks,8861,IEPRI006Y,25-35cm,PRI85837,NA,UAL21016,LP,R_F14C,likelihood
HC-MC_R2H1S2_160,Hendry/Mullock Creeks,8861,IEPRI006Y,25-35cm,PRI85839,NA,UAL21017,LP,R_F14C,likelihood
HC-MC_R2H1S2_166,Hendry/Mullock Creeks,8861,IEPRI006Y,25-35cm,PRI85840,NA,UAL21018,LP,R_F14C,likelihood
HC-MC_R2H1S2_182,Hendry/Mullock Creeks,8861,IEPRI006Y,25-35cm,PRI85835,NA,UAL21019,LP,R_F14C,likelihood
HC-MC_R2H1S2_195,Hendry/Mullock Creeks,8861,IEPRI006Y,25-35cm,PRI85841,NA,UAL21118,LP,R_F14C,likelihood
HC-MC_R2H1S2_207,Hendry/Mullock Creeks,8861,IEPRI006Y,25-35cm,PRI85838,NA,UAL21119,LP,R_F14C,likelihood
HC-MC_R2H1S2_215,Hendry/Mullock Creeks,8861,IEPRI006Y,25-35cm,PRI85836,NA,UAL21120,LP,R_F14C,likelihood
HC-MC_R2H3S1_116,Hendry/Mullock Creeks,8866,IEPRI007B,15-25cm,PRI103691,NA,UAL20444,LP,R_F14C,likelihood
HC-MC_R2H3S1_117,Hendry/Mullock Creeks,8866,IEPRI007B,15-25cm,PRI103692,NA,UAL20447,LP,R_F14C,likelihood
HC-MC_R2H3S1_131,Hendry/Mullock Creeks,8866,IEPRI007B,15-25cm,PRI103693,NA,UAL20445,LP,R_F14C,likelihood
HC-MC_R2H3S1_176,Hendry/Mullock Creeks,8866,IEPRI007B,15-25cm,PRI103694,NA,UAL20443,LP,R_F14C,likelihood
HC-MC_R2H3S1_206,Hendry/Mullock Creeks,8866,IEPRI007B,15-25cm,PRI103695,NA,UAL20446,LP,R_F14C,likelihood
HC-MC_R2H3S2_104,Hendry/Mullock Creeks,8866,IEPRI007C,25-35cm,PRI103696,NA,UAL20450,LP,R_F14C,likelihood
HC-MC_R2H3S2_109,Hendry/Mullock Creeks,8866,IEPRI007C,25-35cm,PRI103697,NA,UAL20451,LP,R_F14C,likelihood
HC-MC_R2H3S2_128,Hendry/Mullock Creeks,8866,IEPRI007C,25-35cm,PRI103698,NA,UAL20452,LP,R_F14C,likelihood
HC-MC_R2H3S2_159,Hendry/Mullock Creeks,8866,IEPRI007C,25-35cm,PRI103699,NA,UAL20449b,LP,R_F14C,likelihood
HC-MC_R2H3S2_92,Hendry/Mullock Creeks,8866,IEPRI007C,25-35cm,PRI103700,NA,UAL20448,LP,R_F14C,likelihood
LB_R1H1S1_170,Lemon Bay,8876,IEPRI007T,15-25cm,PRI103724,NA,UAL20313,LP,R_F14C,likelihood
LB_R1H1S1_194,Lemon Bay,8876,IEPRI007T,15-25cm,PRI103725,NA,UAL20210,LP,R_F14C,likelihood
LB_R1H1S1_291,Lemon Bay,8876,IEPRI007T,15-25cm,PRI103726,NA,UAL20209,LP,R_F14C,likelihood
LB_R1H1S1_321,Lemon Bay,8876,IEPRI007T,15-25cm,PRI103727,NA,UAL20314,LP,R_F14C,likelihood
LB_R1H1S2_251,Lemon Bay,8876,IEPRI007U,25-35cm,PRI85800,NA,UAL21039,LP,R_F14C,likelihood
LB_R1H1S2_255,Lemon Bay,8876,IEPRI007U,25-35cm,PRI85801,NA,UAL21040,LP,R_F14C,likelihood
LB_R1H1S2_267,Lemon Bay,8876,IEPRI007U,25-35cm,PRI85802,NA,UAL21041,LP,R_F14C,likelihood
LB_R1H1S2_386,Lemon Bay,8876,IEPRI007U,25-35cm,PRI85803,NA,UAL21042,LP,R_F14C,likelihood
LB_R1H1S2_477,Lemon Bay,8876,IEPRI007U,25-35cm,PRI85804,NA,UAL21152,LP,R_F14C,likelihood
LB_R1H1S2_499,Lemon Bay,8876,IEPRI007U,25-35cm,PRI85805,NA,UAL21153,LP,R_F14C,likelihood
LB_R1H1S2_597,Lemon Bay,8876,IEPRI007U,25-35cm,PRI85806,NA,UAL21154,LP,R_F14C,likelihood
LB_R1H2S1_199,Lemon Bay,8877,IEPRI007V,15-25cm,PRI103728,NA,UAL20317,LP,R_F14C,likelihood
LB_R1H2S1_249,Lemon Bay,8877,IEPRI007V,15-25cm,PRI103729,NA,UAL20312,LP,R_F14C,likelihood
LB_R1H2S1_25,Lemon Bay,8877,IEPRI007V,15-25cm,PRI103730,NA,UAL20315,LP,R_F14C,likelihood
LB_R1H2S1_318,Lemon Bay,8877,IEPRI007V,15-25cm,PRI103731,NA,UAL20208,LP,R_F14C,likelihood
LB_R1H3S1_112,Lemon Bay,8878,IEPRI007X,15-25cm,PRI103732,NA,UAL20316,LP,R_F14C,likelihood
LB_R1H3S1_190,Lemon Bay,8878,IEPRI007X,15-25cm,PRI103733,NA,UAL20318,LP,R_F14C,likelihood
LB_R1H3S1_257,Lemon Bay,8878,IEPRI007X,15-25cm,PRI103734,NA,UAL20207,LP,R_F14C,likelihood
LB_R1H3S1_258,Lemon Bay,8878,IEPRI007X,15-25cm,PRI103735,NA,UAL20319,LP,R_F14C,likelihood
LB_R1H3S2_113,Lemon Bay,8878,IEPRI007Y,25-35cm,PRI103736,NA,UAL20213,LP,R_F14C,likelihood
LB_R1H3S2_207,Lemon Bay,8878,IEPRI007Y,25-35cm,PRI103737,NA,UAL20311,LP,R_F14C,likelihood
LB_R1H3S2_232,Lemon Bay,8878,IEPRI007Y,25-35cm,PRI103738,NA,UAL20310,LP,R_F14C,likelihood
LB_R1H3S2_270,Lemon Bay,8878,IEPRI007Y,25-35cm,PRI103739,NA,UAL20211,LP,R_F14C,likelihood
LB_R1H3S2_43,Lemon Bay,8878,IEPRI007Y,25-35cm,PRI103740,NA,UAL20212,LP,R_F14C,likelihood
LB_R2H1S1_124,Lemon Bay,8879,IEPRI007Z,15-25cm,PRI103741,NA,UAL20350,LP,R_F14C,likelihood
LB_R2H1S1_3,Lemon Bay,8879,IEPRI007Z,15-25cm,PRI103742,NA,UAL20342,LP,R_F14C,likelihood
LB_R2H1S1_93,Lemon Bay,8879,IEPRI007Z,15-25cm,PRI103743,NA,UAL20346,LP,R_F14C,likelihood
LB_R2H1S1_96,Lemon Bay,8879,IEPRI007Z,15-25cm,PRI103744,NA,UAL20349,LP,R_F14C,likelihood
LB_R2H1S2_142,Lemon Bay,8879,IEPRI008A,25-35cm,PRI103745,NA,UAL20353,LP,R_F14C,likelihood
LB_R2H1S2_64,Lemon Bay,8879,IEPRI008A,25-35cm,PRI103746,NA,UAL20352,LP,R_F14C,likelihood
LB_R2H1S2_79,Lemon Bay,8879,IEPRI008A,25-35cm,PRI103747,NA,UAL20351,LP,R_F14C,likelihood
LB_R2H1S2_80,Lemon Bay,8879,IEPRI008A,25-35cm,PRI103748,NA,UAL20355,LP,R_F14C,likelihood
LB_R2H1S2_99,Lemon Bay,8879,IEPRI008A,25-35cm,PRI103749,NA,UAL20354,LP,R_F14C,likelihood
LB_R2H2S1_102,Lemon Bay,8880,IEPRI008B,15-25cm,PRI103750,NA,UAL20348,LP,R_F14C,likelihood
LB_R2H2S1_153,Lemon Bay,8880,IEPRI008B,15-25cm,PRI103751,NA,UAL20341,LP,R_F14C,likelihood
LB_R2H2S1_201,Lemon Bay,8880,IEPRI008B,15-25cm,PRI103752,NA,UAL20340,LP,R_F14C,likelihood
LB_R2H2S1_213,Lemon Bay,8880,IEPRI008B,15-25cm,PRI103753,NA,UAL20345,LP,R_F14C,likelihood
LB_R2H2S2_125,Lemon Bay,8880,IEPRI008C,25-35cm,PRI85696,NA,UAL21155,LP,R_F14C,likelihood
LB_R2H2S2_135,Lemon Bay,8880,IEPRI008C,25-35cm,PRI85697,NA,UAL21156,LP,R_F14C,likelihood
LB_R2H2S2_141,Lemon Bay,8880,IEPRI008C,25-35cm,PRI85698,NA,UAL21157,LP,R_F14C,likelihood
LB_R2H2S2_85,Lemon Bay,8880,IEPRI008C,25-35cm,PRI85692,NA,UAL21043,LP,R_F14C,likelihood
LB_R2H2S2_88,Lemon Bay,8880,IEPRI008C,25-35cm,PRI85693,NA,UAL21044,LP,R_F14C,likelihood
LB_R2H2S2_94,Lemon Bay,8880,IEPRI008C,25-35cm,PRI85694,NA,UAL21045,LP,R_F14C,likelihood
LB_R2H2S2_96,Lemon Bay,8880,IEPRI008C,25-35cm,PRI85695,NA,UAL21046,LP,R_F14C,likelihood
LB_R2H3S1_121,Lemon Bay,8881,IEPRI008D,15-25cm,PRI103754,NA,UAL20344,LP,R_F14C,likelihood
LB_R2H3S1_149,Lemon Bay,8881,IEPRI008D,15-25cm,PRI103755,NA,UAL20343,LP,R_F14C,likelihood
LB_R2H3S1_183,Lemon Bay,8881,IEPRI008D,15-25cm,PRI103756,NA,UAL20347,LP,R_F14C,likelihood
LB_R3H1S1_202,Lemon Bay,8882,IEPRI008E,15-25cm,PRI103757,NA,UAL20519,LP,R_F14C,likelihood
LB_R3H1S1_233,Lemon Bay,8882,IEPRI008E,15-25cm,PRI103758,NA,UAL20523,LP,R_F14C,likelihood
LB_R3H1S1_264,Lemon Bay,8882,IEPRI008E,15-25cm,PRI103759,NA,UAL20522,LP,R_F14C,likelihood
LB_R3H1S1_281,Lemon Bay,8882,IEPRI008E,15-25cm,PRI103760,NA,UAL20521,LP,R_F14C,likelihood
LB_R3H1S1_285,Lemon Bay,8882,IEPRI008E,15-25cm,PRI103761,NA,UAL20520,LP,R_F14C,likelihood
LB_R3H1S2_226,Lemon Bay,8882,IEPRI008F,25-35cm,PRI103762,NA,UAL20524,LP,R_F14C,likelihood
LB_R3H1S2_227,Lemon Bay,8882,IEPRI008F,25-35cm,PRI103763,NA,UAL20528,LP,R_F14C,likelihood
LB_R3H1S2_297,Lemon Bay,8882,IEPRI008F,25-35cm,PRI103764,NA,UAL20525,LP,R_F14C,likelihood
LB_R3H1S2_3,Lemon Bay,8882,IEPRI008F,25-35cm,PRI103765,NA,UAL20526,LP,R_F14C,likelihood
LB_R3H1S2_307,Lemon Bay,8882,IEPRI008F,25-35cm,PRI103766,NA,UAL20527,LP,R_F14C,likelihood
NP_R1H1S1_149,New Pass,8918,IEPRI00AL,15-30cm,PRI85748,NA,UAL21067,LP,R_F14C,likelihood
NP_R1H1S1_158,New Pass,8918,IEPRI00AL,15-30cm,PRI85749,NA,UAL21068,LP,R_F14C,likelihood
NP_R1H1S1_176,New Pass,8918,IEPRI00AL,15-30cm,PRI85750,NA,UAL21069,LP,R_F14C,likelihood
NP_R1H1S1_185,New Pass,8918,IEPRI00AL,15-30cm,PRI85751,NA,UAL21070,LP,R_F14C,likelihood
NP_R1H1S1_196,New Pass,8918,IEPRI00AL,15-30cm,PRI85752,NA,UAL21173,LP,R_F14C,likelihood
NP_R1H1S1_250,New Pass,8918,IEPRI00AL,15-30cm,PRI85753,NA,UAL21174,LP,R_F14C,likelihood
NP_R1H1S1_291,New Pass,8918,IEPRI00AL,15-30cm,PRI85754,NA,UAL21175,LP,R_F14C,likelihood
NP_R1H1S2_322,New Pass,8918,IEPRI00AM,30-45cm,PRI85764,NA,UAL21071,LP,R_F14C,likelihood
NP_R1H1S2_333,New Pass,8918,IEPRI00AM,30-45cm,PRI85765,NA,UAL21072,LP,R_F14C,likelihood
NP_R1H1S2_342,New Pass,8918,IEPRI00AM,30-45cm,PRI85766,NA,UAL21073,LP,R_F14C,likelihood
NP_R1H1S2_349,New Pass,8918,IEPRI00AM,30-45cm,PRI85767,NA,UAL21074,LP,R_F14C,likelihood
NP_R1H1S2_374,New Pass,8918,IEPRI00AM,30-45cm,PRI85768,NA,UAL21176,LP,R_F14C,likelihood
NP_R1H1S2_388,New Pass,8918,IEPRI00AM,30-45cm,PRI85769,NA,UAL21177,LP,R_F14C,likelihood
NP_R1H1S2_419,New Pass,8918,IEPRI00AM,30-45cm,PRI85770,NA,UAL21178,LP,R_F14C,likelihood
NP_R1H2S1_58,New Pass,8919,IEPRI00AN,15-30cm,PRI85755,NA,UAL21075,LP,R_F14C,likelihood
NP_R1H2S1_68,New Pass,8919,IEPRI00AN,15-30cm,PRI85756,NA,UAL21076,LP,R_F14C,likelihood
NP_R1H2S1_72,New Pass,8919,IEPRI00AN,15-30cm,PRI85759,NA,UAL21077,LP,R_F14C,likelihood
NP_R1H2S1_73,New Pass,8919,IEPRI00AN,15-30cm,PRI85760,NA,UAL21078,LP,R_F14C,likelihood
NP_R1H2S1_77,New Pass,8919,IEPRI00AN,15-30cm,PRI85761,NA,UAL21179,LP,R_F14C,likelihood
NP_R1H2S1_93,New Pass,8919,IEPRI00AN,15-30cm,PRI85762,NA,UAL21180,LP,R_F14C,likelihood
NP_R1H2S1_94,New Pass,8919,IEPRI00AN,15-30cm,PRI85763,NA,UAL21181,LP,R_F14C,likelihood
NP_R1H2S2_119,New Pass,8919,IEPRI00AO,30-45cm,PRI85744,NA,UAL21082,LP,R_F14C,likelihood
NP_R1H2S2_169,New Pass,8919,IEPRI00AO,30-45cm,PRI85745,NA,UAL21182,LP,R_F14C,likelihood
NP_R1H2S2_173,New Pass,8919,IEPRI00AO,30-45cm,PRI85746,NA,UAL21183,LP,R_F14C,likelihood
NP_R1H2S2_187,New Pass,8919,IEPRI00AO,30-45cm,PRI85747,NA,UAL21184,LP,R_F14C,likelihood
NP_R1H2S2_37,New Pass,8919,IEPRI00AO,30-45cm,PRI85741,NA,UAL21079,LP,R_F14C,likelihood
NP_R1H2S2_65,New Pass,8919,IEPRI00AO,30-45cm,PRI85742,NA,UAL21080,LP,R_F14C,likelihood
NP_R1H2S2_78,New Pass,8919,IEPRI00AO,30-45cm,PRI85743,NA,UAL21081,LP,R_F14C,likelihood
NP_R2H1S1_100,New Pass,8921,IEPRI00AR,15-25cm,PRI103892,NA,UAL20228,LP,R_F14C,likelihood
