study,loc,sta,date,source,species,sampType,lat,lon,coords_origOrEst,depth_m,year,samp,delta14C,delta14C_sd,delta14C_se,F14C,F14C_sd,14Cage,14Cage_sd,pMC,pMC_sd,dataSource,Comments,ind,F14C_calc,F14C_calc_sd,C14age_calc,C14age_sd_calc,year_bp,delta14C_calc,decade,w_i,w_i_calc
Wagner et al. 2009,Gulf of Mexico,"Santiaguillo Reef, Veracruz, Mexico",unpecified 1991,coral,Montastraea faveolata,core,19.13333333,-95.8,orig,6,1880.5,Santiaguillo Reef_14,-41.3,3.6,,0.9587,0.0036,405,35,,,"Wagner et al. 2009, Table 1","",488,0.95083,0.0041338,,,142.5,-32.6382742754131,pre-1900,77160.4938271605,58519.5635149351
Wagner et al. 2009,Gulf of Mexico,"Santiaguillo Reef, Veracruz, Mexico",unpecified 1991,coral,Montastraea faveolata,core,19.13333333,-95.8,orig,6,1875.5,Santiaguillo Reef_15,-52.8,3.3,,0.9472,0.0033,510,30,,,"Wagner et al. 2009, Table 1","",489,0.93849,0.0034983,,,147.5,-44.6151695182119,pre-1900,91827.3645546373,81712.0111661359
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,4-Oct,surface water,"",peristaltic pump,18.32361111,-65.61805556,orig,1,2004,CayoAhogado_sw_Reef_2004,78.3,,,,,,,,,"Moyer & Grottoli 2011, Table 1","",490,1.07582459481761,,,,19,,2000s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,5-Mar,surface water,"",peristaltic pump,18.32361111,-65.61805556,orig,1,2005,CayoAhogado_sw_Reef_2005,73.9,,,,,,,,,"Moyer & Grottoli 2011, Table 1","",491,1.07156430734997,,,,18,,2000s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,7-Oct,surface water,"",peristaltic pump,18.32361111,-65.61805556,orig,1,2007,CayoAhogado_sw_Reef_2007,70.7,,,,,,,,,"Moyer & Grottoli 2011, Table 1","",492,1.06862976499605,,,,16,,2000s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,8-Mar,surface water,"",peristaltic pump,18.32361111,-65.61805556,orig,1,2008,CayoAhogado_sw_Reef_2008,68.1,,,,,,,,,"Moyer & Grottoli 2011, Table 1","",493,1.06616375060626,,,,15,,2000s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,1949,CayoAhogado_c_1,-44.58333333,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",494,0.946902653740579,,,,74,,1940s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,1951,CayoAhogado_c_2,-47.91666667,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",495,0.943827333260734,,,,72,,1950s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,1956,CayoAhogado_c_3,-50.83333333,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",496,0.941505222180458,,,,67,,1950s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,1956,CayoAhogado_c_4,-48.33333333,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",497,0.943985042783208,,,,67,,1950s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,1956,CayoAhogado_c_5,-45,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",498,0.947291470250234,,,,67,,1950s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,1962,CayoAhogado_c_6,5.833333333,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",499,0.998438870425155,,,,61,,1960s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,1962,CayoAhogado_c_7,7.083333333,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",500,0.999679680951781,,,,61,,1960s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,1962,CayoAhogado_c_8,12.08333333,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",501,1.00464292305531,,,,61,,1960s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,1962,CayoAhogado_c_9,17.08333333,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",502,1.00960616516182,,,,61,,1960s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,1972,CayoAhogado_c_10,157.5,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",503,1.15038124047567,,,,51,,1970s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,1972,CayoAhogado_c_11,144.1666667,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",504,1.13712990872506,,,,51,,1970s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,1980,CayoAhogado_c_12,136.25,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",505,1.13035524942613,,,,43,,1980s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,1980,CayoAhogado_c_13,137.0833333,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",506,1.13118425947689,,,,43,,1980s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,1980,CayoAhogado_c_14,130.4166667,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",507,1.12455217887184,,,,43,,1980s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,1982,CayoAhogado_c_15,126.25,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",508,1.12067821652044,,,,41,,1980s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,1984,CayoAhogado_c_16,125.8333333,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",509,1.1205346645304,,,,39,,1980s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,1985,CayoAhogado_c_17,121.6666667,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",510,1.11652265771386,,,,38,,1980s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,1985,CayoAhogado_c_18,114.1666667,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",511,1.10905705301912,,,,38,,1980s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,1985,CayoAhogado_c_19,114.5833333,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",512,1.10947180876913,,,,38,,1980s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,1985,CayoAhogado_c_20,118.75,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",513,1.11361936696606,,,,38,,1980s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,1986,CayoAhogado_c_21,115,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",514,1.11002082779697,,,,37,,1980s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,1987,CayoAhogado_c_22,112.0833333,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",515,1.10725111400359,,,,36,,1980s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,1987,CayoAhogado_c_23,113.75,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",516,1.10891053871124,,,,36,,1980s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,1987,CayoAhogado_c_24,115.4166667,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",517,1.1105699634189,,,,36,,1980s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,1990,CayoAhogado_c_25,108.75,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",518,1.10433294181055,,,,33,,1990s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,1990,CayoAhogado_c_26,105.4166667,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",519,1.1010128879037,,,,33,,1990s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,1990,CayoAhogado_c_27,106.6666667,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",520,1.10225790813122,,,,33,,1990s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,1990,CayoAhogado_c_28,97.08333333,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",521,1.09271275301704,,,,33,,1990s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,1992,CayoAhogado_c_29,97.91666667,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",522,1.09380735464351,,,,31,,1990s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,1993,CayoAhogado_c_30,93.33333333,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",523,1.08937294162867,,,,30,,1990s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,1993,CayoAhogado_c_31,94.58333333,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",524,1.09061841374182,,,,30,,1990s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,1993,CayoAhogado_c_32,97.5,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",525,1.09352451534248,,,,30,,1990s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,1995,CayoAhogado_c_33,95,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",526,1.09129755213864,,,,28,,1990s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,1996,CayoAhogado_c_34,93.33333333,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",527,1.08976833438035,,,,27,,1990s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,1997,CayoAhogado_c_35,90.83333333,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",528,1.08740801408777,,,,26,,1990s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,1998,CayoAhogado_c_36,85,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",529,1.08172383847337,,,,25,,1990s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,2000,CayoAhogado_c_37,75.41666667,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",530,1.07242885880613,,,,23,,2000s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,2000,CayoAhogado_c_38,82.91666667,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",531,1.07990802171138,,,,23,,2000s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,2000,CayoAhogado_c_39,85,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",532,1.08198556695951,,,,23,,2000s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,2000,CayoAhogado_c_40,82.91666667,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",533,1.07990802171138,,,,23,,2000s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,2003,CayoAhogado_c_41,78.75,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",534,1.07614338051349,,,,20,,2000s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,2003,CayoAhogado_c_42,72.08333333,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",535,1.06949282273179,,,,20,,2000s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,2003,CayoAhogado_c_43,72.91666667,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",536,1.07032414246073,,,,20,,2000s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,2004,CayoAhogado_c_44,70,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",537,1.06754364875715,,,,19,,2000s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,2004,CayoAhogado_c_45,67.5,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",538,1.06504938789557,,,,19,,2000s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,2004,CayoAhogado_c_46,68.75,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",539,1.06629651832636,,,,19,,2000s,,
Moyer & Grottoli 2011,Puerto Rico,Cayo Ahogado,"",coral,Montastraea faveolata,core,18.32361111,-65.61805556,orig,6,2004,CayoAhogado_c_47,70,,,,,,,,,"Moyer & Grottoli 2011, Figure 3","Note the year and delta14C value estimates were generated from a figure image using metaDigitize; they are not the primary raw data. Actual n = 54, but not all points could be distinguished in Figure 3.",540,1.06754364875715,,,,19,,2000s,,
Hadden & Cherkinsky 2017,Florida,Indian Pass,Feb-38,shell,Crassostrea virginica,edge,29.68,-85.22,est,,1938,UGAMS23654A.03,,,,,,647,23,92.25,0.27,"Hadden & Cherkinsky 2017, Table 1",Museum catalog no: FLMNH15484; assumed live-collected,541,0.92262,0.0026378,648,,85,,1930s,,143719.690128161
Hadden & Cherkinsky 2017,Florida,Indian Pass,Feb-38,shell,Crassostrea virginica,edge,29.68,-85.22,est,,1938,UGAMS23654B.04,,,,,,574,22,93.09,0.27,"Hadden & Cherkinsky 2017, Table 1",Museum catalog no: FLMNH15484; assumed live-collected,542,0.93104,0.0025463,575,,85,,1930s,,154234.262061986
Hadden & Cherkinsky 2017,Florida,Dog Island,Jul-41,shell,Crassostrea virginica,edge,29.8,-84.61,est,,1941,UGAMS23652A.04,,,,,,585,23,92.96,0.28,"Hadden & Cherkinsky 2017, Table 1",Museum catalog no: FLMNH277787; assumed live-collected,543,0.92976,0.0026583,586,,82,,1940s,,141511.592214298
Hadden & Cherkinsky 2017,Florida,Dog Island,Jul-41,shell,Crassostrea virginica,edge,29.8,-84.61,est,,1941,UGAMS23652B.03,,,,,,670,23,91.98,0.28,"Hadden & Cherkinsky 2017, Table 1",Museum catalog no: FLMNH277787; assumed live-collected,544,0.91998,0.0026303,672,,82,,1940s,,144540.459186451
Hadden & Cherkinsky 2017,Florida,Alligator Harbor,Aug-41,shell,Crassostrea virginica,edge,29.91,-84.41,est,,1941,UGAMS23653.03,,,,,,545,25,93.42,0.3,"Hadden & Cherkinsky 2017, Table 1",Museum catalog no: FLMNH235106; known live-collected,545,0.93441,0.0029035,547,,82,,1940s,,118619.568332122
Hadden & Schwadron 2019,Florida,Sanibel Island,"",shell,Crassostrea virginica,edge,26.44,-82.11,est,,1940,UGAMS27881.3,,,,,,540,23,,,"Hadden & Schwadron 2019, Table 1",Museum catalog no: DMNH139730; assumed live-collected,546,0.93499,0.0026732,,,83,,1940s,,139938.461557752
Hadden & Schwadron 2019,Florida,Gordon Pass,"",shell,Crassostrea virginica,edge,26.09,-81.8,est,,1932,UGAMS28224A.3,,,,,,510,24,,,"Hadden & Schwadron 2019, Table 1",Museum catalog no: FLMNH015491; assumed live-collected,547,0.93849,0.0027997,,,91,,1930s,,127578.357163008
Hadden & Schwadron 2019,Florida,Gordon Pass,"",shell,Crassostrea virginica,edge,26.09,-81.8,est,,1932,UGAMS28224B.3,,,,,,590,25,,,"Hadden & Schwadron 2019, Table 1",Museum catalog no: FLMNH015491; assumed live-collected,548,0.92919,0.0028873,,,91,,1930s,,119954.39875953
Hadden & Schwadron 2019,Florida,Ohio Key,"",shell,Crassostrea virginica,edge,24.67,-81.25,est,,1948,UGAMS28226.2,,,,,,550,24,,,"Hadden & Schwadron 2019, Table 1",Museum catalog no: FLMNH378175; assumed live-collected,549,0.93382,0.0027858,,,75,,1940s,,128854.660761474
Hadden et al. 2018,Florida,Indian Lagoon,16-Dec,shell,Crassostrea virginica,hinge,29.69,-85.24,est,,2016,UGAMS27953,19.2,2.9,,,,,,,,"Hadden et al. 2018, Table 1","",550,1.01833736780437,,,,7,,2010s,,
Hadden et al. 2018,Florida,Indian Lagoon,16-Dec,shell,Crassostrea virginica,hinge,29.69,-85.24,est,,2016,UGAMS27954,16.3,2.9,,,,,,,,"Hadden et al. 2018, Table 1","",551,1.01543982231121,,,,7,,2010s,,
Hadden et al. 2018,Florida,Alligator Harbor,17-Apr,shell,Crassostrea virginica,hinge,29.91,-84.41,est,,2017,UGAMS27959,9.8,2.9,,,,,,,,"Hadden et al. 2018, Table 1","",552,1.00906737609019,,,,6,,2010s,,
Hadden et al. 2018,Florida,Alligator Harbor,17-Apr,shell,Crassostrea virginica,hinge,29.91,-84.41,est,,2017,UGAMS27960,11.7,2.9,,,,,,,,"Hadden et al. 2018, Table 1","",553,1.01096599761383,,,,6,,2010s,,
Hadden et al. 2018,Florida,Alligator Harbor,17-Apr,shell,Crassostrea virginica,hinge,29.91,-84.41,est,,2017,UGAMS29129,7,2.8,,,,,,,,"Hadden et al. 2018, Table 1","",554,1.00626940752904,,,,6,,2010s,,
Hadden et al. 2018,Florida,Alligator Harbor,17-Apr,shell,Crassostrea virginica,hinge,29.91,-84.41,est,,2017,UGAMS29130,9.9,2.8,,,,,,,,"Hadden et al. 2018, Table 1","",555,1.0091673035388,,,,6,,2010s,,
Hadden et al. 2018,Florida,Alligator Harbor,17-Apr,shell,Crassostrea virginica,hinge,29.91,-84.41,est,,2017,UGAMS29131,6,2.8,,,,,,,,"Hadden et al. 2018, Table 1","",556,1.00527013304291,,,,6,,2010s,,
Hadden et al. 2018,Florida,St. Vincent Sound,16-Dec,shell,Crassostrea virginica,hinge,29.69,-85.19,est,,2016,UGAMS27955,-16.1,2.8,,,,,,,,"Hadden et al. 2018, Table 1","",557,0.983067245077241,,,,7,,2010s,,
Hadden et al. 2018,Florida,St. Vincent Sound,16-Dec,shell,Crassostrea virginica,hinge,29.69,-85.19,est,,2016,UGAMS27956,-11.9,2.8,,,,,,,,"Hadden et al. 2018, Table 1","",558,0.987263690274237,,,,7,,2010s,,
Hadden et al. 2018,Florida,Cat Point,16-Dec,shell,Crassostrea virginica,hinge,29.72,-84.89,est,,2016,UGAMS27957,-12.1,2.8,,,,,,,,"Hadden et al. 2018, Table 1","",559,0.987063859550571,,,,7,,2010s,,
Hadden et al. 2018,Florida,Cat Point,16-Dec,shell,Crassostrea virginica,hinge,29.72,-84.89,est,,2016,UGAMS27958,-5.4,2.9,,,,,,,,"Hadden et al. 2018, Table 1","",560,0.993758188793398,,,,7,,2010s,,
Hadden et al. 2018,Florida,Alligator Harbor,17-Apr,surface water,"","",29.91,-84.41,est,,2017,UGAMS29136_DIC,14.5,2.8,,,,,,,,"Hadden et al. 2018, Table 2","",561,1.01376396617498,,,,6,,2010s,,
Hadden & Cherkinsky 2015,Florida,"Bay County, FL","",shell,Busycon sinistrum,interior lip,30.14,-85.7,est,,1945,UGAMS14891,-54.2,2.6,,,,450,20,,,"Hadden & Cherkinsky 2015, Table 1",Museum catalog no: ANSP181844; assumed live-collected,562,0.94552,0.0023512,,,78,,1940s,,180892.622023795
