year,estimate,esterror,q2_5,q97_5
1906.5,0.939384981445319,0.0232050927738339,0.893936789823843,0.98535649192811
1907,0.940561395649704,0.023566838832972,0.894324245059481,0.987071925277421
1907.5,0.941155791808928,0.0237432196718054,0.895029865113075,0.986683729569922
1908,0.943516915303145,0.0234008569398873,0.898339406773005,0.990026562773406
1908.5,0.944607380787225,0.0234333406576815,0.90000116436356,0.992297481661982
1909,0.945469113238663,0.0233872573447237,0.900058862105312,0.991555964671634
1909.5,0.946601925781732,0.0232620889224044,0.90112834566451,0.991805502040939
1910,0.947125338504766,0.0232459610364049,0.901482255867749,0.991782739278787
1910.5,0.948349649085026,0.023456261248089,0.902263889253601,0.994653242958559
1911,0.949297886352222,0.0233304230986275,0.902845267324722,0.99440873983256
1911.5,0.950147091019261,0.0232508801824334,0.9044796644075,0.995863987631829
1912,0.950944423131853,0.0233744713092964,0.903776978365877,0.997099215317425
1912.5,0.951304114408344,0.0232342046830102,0.905839132634105,0.996587110661359
1913,0.951724473840352,0.023633243102448,0.904256460445547,0.997601363422824
1913.5,0.952182025699248,0.0232143885287337,0.906215856241541,0.998754150618427
1914,0.953462932298673,0.023361243534797,0.90824601961171,0.999973304783564
1914.5,0.953282440600506,0.0234659718202882,0.906479416309036,0.999167037974626
1915,0.953856805239609,0.0234271227175523,0.907766557844047,0.999374051067255
1915.5,0.953405003351367,0.023668692208777,0.908644814104245,1.0003171425928
1916,0.953545275545588,0.0231933601640137,0.908620606082959,0.998730122714744
1916.5,0.952732289697315,0.0234235605845519,0.907373721569975,0.998303856163491
1917,0.952362910046245,0.0235776788850318,0.905259771756007,0.998868489109266
1917.5,0.952086179224865,0.0234856035743347,0.905462686725383,0.997601183597904
1918,0.950990528083631,0.0229434586483975,0.90585619453484,0.995757701977649
1918.5,0.950172950320357,0.0231277571179607,0.904372222252224,0.995043594083871
1919,0.949581966365713,0.0233484211786695,0.904750299337314,0.996364143656702
1919.5,0.949673576331007,0.0229816453794585,0.905502289456666,0.994665008247465
1920,0.947909177768204,0.0231117305589741,0.903929457707445,0.994442341716019
1920.5,0.947341779387748,0.0237489347745232,0.899939312976253,0.993833139011855
1921,0.946805500678763,0.0240662468323899,0.89966025758412,0.993782665824533
1921.5,0.946028280662386,0.0228616342363284,0.902327369754575,0.991466772887533
1922,0.944527290035591,0.0232495108245278,0.898870939396268,0.989740608974049
1922.5,0.943724848082862,0.0230308890511023,0.898483892376679,0.989641507021649
1923,0.943387920434967,0.0232357639657837,0.896585217054366,0.989029532191174
1923.5,0.942490023120987,0.0232045967658835,0.89661610337117,0.987624880351693
1924,0.941459956785911,0.0230254519110656,0.89694273667101,0.986449053133573
1924.5,0.940898316839395,0.0235727555157122,0.893509978661734,0.985576045611962
